TCP | 03/29/1999 08:16:13 | 172.16.114.168:2000 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 09:03:08 | 172.16.112.149:15490 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:37:44 | 172.16.117.111:4430 | 198.3.98.99:80 | Normal
TCP | 03/29/1999 08:54:42 | 172.16.117.52:21587 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:35:33 | 172.16.117.111:3144 | 207.46.179.15:80 | Normal
TCP | 03/29/1999 08:38:25 | 172.16.117.52:4654 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10802 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:02:41 | 172.16.112.149:14261 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:49 | 172.16.116.44:20593 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:59:52 | 172.16.112.149:5402 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:22 | 172.16.116.44:10255 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:02:14 | 172.16.112.149:12400 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:46 | 172.16.112.149:20569 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:09 | 172.16.112.100:3889 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 08:59:47 | 172.16.112.149:5148 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:51 | 172.16.112.149:17650 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:02:14 | 194.27.251.21:1169 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 08:38:46 | 197.182.91.233:2928 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 08:40:31 | 172.16.112.149:8037 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:40:17 | 172.16.114.148:7648 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:06:01 | 172.16.117.52:24707 | 209.133.83.18:80 | Normal
TCP | 03/29/1999 08:36:14 | 172.16.112.149:3321 | 206.79.171.51:80 | Normal
TCP | 03/29/1999 08:57:14 | 172.16.112.149:27317 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:42:08 | 172.16.112.149:8350 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:19307 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:03:29 | 172.16.112.149:16481 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.112.149:19180 | 207.121.184.81:80 | Normal
UDP | 03/29/1999 08:18:31 | 172.16.112.20:53 | 195.73.151.50:53 | Normal
TCP | 03/29/1999 08:47:10 | 172.16.112.100:3899 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 08:47:15 | 172.16.114.207:13494 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:36:17 | 172.16.117.52:3783 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:54:15 | 172.16.117.111:21062 | 209.215.174.245:80 | Normal
TCP | 03/29/1999 09:00:09 | 172.16.116.44:6412 | 152.163.210.24:80 | Normal
TCP | 03/29/1999 08:45:38 | 172.16.112.149:12356 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 09:02:52 | 172.16.112.149:14625 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:45:17 | 172.16.114.207:12035 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:38:51 | 172.16.117.52:5898 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:00:44 | 172.16.112.149:8738 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:13 | 172.16.116.194:21872 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:59:30 | 172.16.112.149:4403 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:32 | 172.16.112.149:8283 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:20 | 172.16.112.149:30525 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14359 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.117.52:28271 | 151.193.131.161:80 | Normal
TCP | 03/29/1999 08:57:57 | 172.16.112.149:29710 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:14 | 172.16.114.207:17585 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:58:27 | 172.16.112.149:30735 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:39 | 172.16.117.52:31783 | 206.152.10.38:80 | Normal
TCP | 03/29/1999 08:55:13 | 172.16.116.194:21818 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:35:18 | 172.16.117.111:3000 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:58:09 | 172.16.112.149:30268 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:53 | 172.16.116.194:18048 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:03:29 | 172.16.112.149:16491 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:58 | 172.16.112.149:5949 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:34 | 172.16.112.149:10677 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:01 | 172.16.112.149:9523 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:08 | 172.16.112.149:18542 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:04 | 172.16.112.149:16944 | 209.67.139.102:80 | Normal
TCP | 03/29/1999 08:35:33 | 172.16.117.111:3262 | 207.46.179.15:80 | Normal
TCP | 03/29/1999 08:38:51 | 172.16.117.52:5834 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:51:54 | 172.16.116.194:18691 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:56:46 | 172.16.112.149:26241 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:00:38 | 172.16.112.149:8307 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:48:21 | 172.16.116.44:15061 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.117.52:28268 | 151.193.131.161:80 | Normal
TCP | 03/29/1999 08:45:38 | 172.16.112.149:12353 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 09:05:03 | 172.16.112.149:21718 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:41:20 | 172.16.112.149:8287 | 208.160.10.123:80 | Normal
TCP | 03/29/1999 08:02:39 | 195.115.218.108:1172 | 172.16.114.168:25 | Normal
TCP | 03/29/1999 08:56:47 | 172.16.112.149:26397 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:57 | 172.16.112.149:21147 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:08 | 172.16.114.148:2319 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:59:58 | 172.16.112.149:6156 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:13 | 172.16.112.149:15623 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:57 | 172.16.116.44:21142 | 134.177.3.28:80 | Normal
TCP | 03/29/1999 08:32:59 | 172.16.112.149:2125 | 134.205.165.120:80 | Normal
TCP | 03/29/1999 08:54:42 | 172.16.117.52:21531 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:58:03 | 172.16.117.111:29788 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 09:06:49 | 172.16.112.149:27656 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:57 | 172.16.112.149:14911 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:59:07 | 172.16.114.148:2242 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:01:06 | 172.16.112.149:9527 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:39:04 | 172.16.113.84:6172 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 09:04:46 | 172.16.112.149:20577 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:19 | 172.16.112.149:9498 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.112.149:19175 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:08 | 172.16.112.149:15617 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:08 | 172.16.112.149:15618 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:30 | 172.16.112.149:28736 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:03:03 | 172.16.112.149:15301 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:50 | 172.16.117.111:5709 | 134.205.165.120:80 | Normal
TCP | 03/29/1999 08:51:05 | 172.16.116.44:17060 | 207.25.71.30:80 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10869 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 08:58:27 | 172.16.112.149:30738 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:57 | 172.16.112.149:21145 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:54:15 | 172.16.117.111:21059 | 209.215.174.245:80 | Normal
TCP | 03/29/1999 09:04:35 | 172.16.112.149:20143 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:56 | 172.16.116.44:5663 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:57:35 | 172.16.112.149:28767 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:57 | 172.16.114.148:14728 | 204.71.200.74:80 | Normal
TCP | 03/29/1999 08:59:58 | 172.16.112.149:6153 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:02 | 172.16.112.149:18489 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:09 | 172.16.117.52:17525 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:00:27 | 172.16.112.149:8268 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:19 | 172.16.116.194:7719 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:47:09 | 172.16.112.100:3894 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 08:51:44 | 172.16.117.52:18496 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:45:17 | 172.16.117.52:11970 | 159.133.105.3:80 | Normal
TCP | 03/29/1999 08:47:16 | 172.16.112.149:13586 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:20:43 | 196.37.75.158:2318 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 08:55:58 | 172.16.112.149:24628 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:15 | 172.16.116.44:27691 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:55:41 | 172.16.112.149:23596 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:03 | 172.16.112.149:21727 | 207.121.184.81:80 | Normal
UDP | 03/29/1999 08:10:50 | 192.168.1.20:53 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 08:45:17 | 172.16.114.207:12100 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:01:22 | 172.16.112.149:10338 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:20:17 | 195.115.218.108:2138 | 172.16.112.194:25 | Normal
TCP | 03/29/1999 08:23:49 | 172.16.112.149:2111 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 08:56:52 | 172.16.112.149:26660 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:26 | 172.16.117.52:4678 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:59:47 | 172.16.112.149:5211 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.117.52:28134 | 151.193.131.161:80 | Normal
TCP | 03/29/1999 08:45:38 | 172.16.112.149:12362 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 09:01:12 | 172.16.112.149:10013 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:50 | 172.16.112.149:17524 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:26 | 172.16.117.52:4676 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:47:25 | 172.16.114.50:1428 | 197.218.177.69:25 | Normal
TCP | 03/29/1999 08:49:40 | 172.16.114.207:16229 | 204.123.2.66:80 | Normal
TCP | 03/29/1999 09:03:45 | 172.16.112.149:17269 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:53 | 172.16.116.194:18049 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 08:58:39 | 172.16.117.52:31379 | 206.152.10.38:80 | Normal
TCP | 03/29/1999 09:02:06 | 172.16.112.149:12361 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:20 | 172.16.114.148:26620 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:03:50 | 172.16.112.149:17526 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:16 | 172.16.112.149:6741 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:06 | 195.115.218.108:4105 | 172.16.114.148:25 | Normal
TCP | 03/29/1999 09:02:28 | 172.16.116.194:12806 | 207.46.179.15:80 | Normal
TCP | 03/29/1999 09:03:29 | 172.16.112.149:16492 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:12 | 172.16.112.149:10015 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14362 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:37:37 | 172.16.117.52:4205 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 09:03:19 | 172.16.112.149:16444 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:49 | 172.16.112.149:27660 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:32:53 | 194.27.251.21:2610 | 172.16.114.148:21 | Normal
TCP | 03/29/1999 08:40:10 | 172.16.112.149:7267 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 08:43:29 | 172.16.114.207:10381 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:01:12 | 172.16.112.149:9950 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.112.149:12546 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:59:58 | 172.16.112.149:6147 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:41:55 | 172.16.114.148:8330 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:00:04 | 172.16.112.149:6161 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:48:21 | 172.16.116.44:15058 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:56:30 | 172.16.112.149:25651 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:36 | 172.16.112.149:23627 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:13 | 172.16.112.149:15624 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:27 | 172.16.112.149:27184 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:02:05 | 135.8.60.182:1052 | 172.16.113.84:25 | Normal
TCP | 03/29/1999 08:48:07 | 172.16.117.52:14808 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:00:54 | 172.16.112.149:9265 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:22 | 172.16.116.44:26682 | 204.146.18.33:80 | Normal
TCP | 03/29/1999 08:58:39 | 172.16.112.149:31378 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:48:08 | 172.16.117.52:14866 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:02:25 | 172.16.112.149:12465 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:41 | 172.16.112.149:14554 | 207.46.130.14:80 | Normal
TCP | 03/29/1999 09:02:30 | 172.16.116.44:12958 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:58:27 | 172.16.112.149:30743 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:42 | 172.16.116.194:23715 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:20:18 | 195.115.218.108:2139 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 09:06:32 | 172.16.112.149:27214 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:29 | 172.16.112.149:16486 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:50 | 172.16.112.149:9057 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:53:27 | 172.16.117.52:20415 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:00:19 | 172.16.116.194:7466 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:03:51 | 172.16.112.149:17532 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:03 | 172.16.112.149:24856 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:08 | 172.16.112.149:18534 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:19182 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 08:50:04 | 172.16.112.194:16461 | 197.182.91.233:25 | Normal
TCP | 03/29/1999 08:35:33 | 172.16.117.111:3261 | 207.46.176.50:80 | Normal
TCP | 03/29/1999 08:40:30 | 172.16.112.149:7649 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:42:26 | 172.16.112.149:8803 | 205.188.146.109:80 | Normal
TCP | 03/29/1999 08:55:05 | 172.16.113.204:21650 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 08:34:32 | 172.16.112.149:2178 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:10:59 | 172.16.114.168:1362 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 08:43:23 | 172.16.116.44:10333 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:06:13 | 172.16.117.111:25712 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 08:46:11 | 172.16.112.149:12413 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:46:19 | 172.16.117.52:12930 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:59:10 | 172.16.116.194:2613 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:55:25 | 172.16.112.149:22625 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:15 | 172.16.112.149:30303 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:26 | 172.16.115.87:14104 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:48:07 | 172.16.117.52:14855 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:58:40 | 172.16.112.149:31849 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:16 | 172.16.116.44:27751 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:59:07 | 172.16.114.148:2074 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:59:01 | 172.16.112.149:1941 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:05:03 | 172.16.112.149:21733 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:24 | 172.16.112.149:19499 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:24 | 172.16.112.149:19553 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:50:12 | 172.16.114.207:16465 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:59:30 | 172.16.112.149:4401 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:15 | 172.16.112.149:17626 | 209.84.4.31:80 | Normal
TCP | 03/29/1999 09:05:25 | 172.16.112.149:23187 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:59 | 172.16.116.44:21683 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 08:58:25 | 172.16.116.194:30734 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:50:23 | 172.16.116.44:16492 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:57:13 | 172.16.112.149:27190 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:54:26 | 172.16.117.111:21519 | 208.209.46.36:80 | Normal
TCP | 03/29/1999 09:01:45 | 172.16.112.149:11056 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:49:25 | 172.16.116.194:15910 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 08:16:14 | 172.16.114.168:2031 | 197.218.177.69:25 | Normal
TCP | 03/29/1999 08:50:31 | 172.16.116.194:16530 | 131.84.1.31:80 | Normal
TCP | 03/29/1999 08:57:25 | 172.16.112.149:28702 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:23 | 172.16.112.149:10348 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:15 | 172.16.117.52:26204 | 204.151.33.3:80 | Normal
TCP | 03/29/1999 08:48:16 | 172.16.117.111:15057 | 207.25.71.63:80 | Normal
TCP | 03/29/1999 08:54:42 | 172.16.117.52:21590 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 08:57:52 | 172.16.112.149:28984 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:19 | 172.16.112.149:25189 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:01:12 | 172.16.112.149:9857 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:35 | 172.16.112.149:16651 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:45:42 | 172.16.117.111:12386 | 207.217.78.131:80 | Normal
TCP | 03/29/1999 08:42:26 | 172.16.112.149:8804 | 205.188.146.109:80 | Normal
TCP | 03/29/1999 08:55:25 | 172.16.112.149:22587 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:00 | 172.16.112.149:1489 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:17 | 172.16.112.149:10290 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:38 | 172.16.116.194:20525 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:00:38 | 172.16.112.149:8312 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:36:58 | 172.16.112.194:4169 | 197.218.177.69:25 | Normal
TCP | 03/29/1999 09:04:13 | 172.16.112.149:18600 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:01 | 172.16.112.149:12319 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:49:56 | 172.16.116.194:16446 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 09:01:53 | 172.16.117.111:11974 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 08:37:37 | 172.16.117.52:4204 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:06:50 | 172.16.112.149:27846 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:34:32 | 172.16.112.149:2307 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:05:09 | 172.16.112.149:22071 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:00:19 | 172.16.116.194:7911 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.115.87:12466 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:47:16 | 172.16.112.149:13594 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:58:15 | 172.16.112.149:30369 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:48:10 | 172.16.115.87:14869 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:04:38 | 172.16.116.194:20529 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:06:57 | 172.16.112.149:28697 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:50 | 172.16.117.52:5454 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:51:15 | 172.16.112.149:17604 | 209.84.4.11:80 | Normal
TCP | 03/29/1999 09:06:10 | 172.16.116.44:25462 | 132.25.1.25:80 | Normal
TCP | 03/29/1999 08:37:37 | 172.16.117.52:4200 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:06:50 | 172.16.112.149:27779 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:01 | 172.16.116.194:6158 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:19243 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:02:41 | 172.16.112.149:14196 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:01 | 172.16.112.149:9458 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:35:28 | 196.227.33.189:2740 | 172.16.114.169:25 | Normal
TCP | 03/29/1999 08:52:33 | 172.16.112.149:19523 | 209.84.4.41:80 | Normal
TCP | 03/29/1999 09:06:33 | 172.16.112.149:27248 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:19176 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:04:59 | 172.16.116.44:21627 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 08:56:24 | 172.16.112.149:25441 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:58 | 172.16.112.149:21557 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:58 | 172.16.116.44:21618 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 08:43:29 | 172.16.114.207:10509 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.112.149:28132 | 135.13.216.191:25 | Normal
TCP | 03/29/1999 09:04:49 | 172.16.116.44:20608 | 207.25.71.142:80 | Normal
TCP | 03/29/1999 09:00:10 | 172.16.112.149:6484 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:03 | 172.16.112.149:21732 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:14 | 172.16.116.44:27383 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:55:36 | 172.16.112.149:23125 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:25 | 172.16.112.149:19563 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:35:17 | 172.16.117.111:2674 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:55:42 | 172.16.112.149:23660 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:59:10 | 172.16.116.194:2801 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:51:14 | 172.16.114.207:17599 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:55:25 | 172.16.112.149:22627 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:13 | 172.16.112.149:18599 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:25 | 172.16.112.149:23058 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:52 | 172.16.112.149:21123 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:34 | 172.16.112.149:16508 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:07:02 | 172.16.113.105:1217 | 194.7.248.153:25 | Normal
TCP | 03/29/1999 08:51:05 | 172.16.116.44:16995 | 207.25.71.30:80 | Normal
TCP | 03/29/1999 08:47:10 | 172.16.112.100:3919 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 08:54:27 | 172.16.112.194:21524 | 197.218.177.69:25 | Normal
TCP | 03/29/1999 08:58:15 | 172.16.112.149:30365 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:08 | 172.16.112.149:8550 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 08:59:57 | 172.16.116.44:5792 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:58:28 | 172.16.112.149:30799 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:04:45 | 197.182.91.233:1211 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 08:40:17 | 172.16.114.148:7521 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:03:57 | 172.16.112.149:18429 | 207.121.184.81:80 | Normal
