TCP | 03/29/1999 08:56:13 | 172.16.112.149:24699 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:14:17 | 172.16.112.149:17985 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:04 | 172.16.114.207:16957 | 209.143.199.30:80 | Normal
TCP | 03/29/1999 09:04:58 | 172.16.116.44:21213 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 10:01:17 | 172.16.113.84:21122 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 09:04:52 | 172.16.112.149:21056 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.112.149:19242 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:57:41 | 172.16.112.149:28824 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:24 | 172.16.114.50:1261 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 09:18:38 | 172.16.116.44:29906 | 131.84.1.34:80 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10805 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:04:52 | 172.16.112.149:21127 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:19:11 | 197.218.177.69:2130 | 172.16.114.168:25 | Normal
TCP | 03/29/1999 08:42:33 | 172.16.116.44:9270 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 11:13:00 | 172.16.112.207:31970 | 135.13.216.191:25 | Normal
TCP | 03/29/1999 09:04:46 | 172.16.112.149:20571 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:18 | 172.16.112.149:3886 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:14:10 | 194.7.248.153:10253 | 172.16.114.207:25 | Normal
TCP | 03/29/1999 11:40:54 | 172.16.114.169:4132 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 09:15:02 | 172.16.112.149:19699 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:24:24 | 172.16.112.149:14449 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:08 | 172.16.112.100:3887 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 12:24:58 | 135.8.60.182:23851 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 11:50:33 | 196.37.75.158:18548 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:19:18 | 172.16.112.149:31946 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:58:56 | 135.8.60.182:8316 | 172.16.112.194:25 | Normal
TCP | 03/29/1999 10:02:13 | 172.16.114.168:21334 | 194.7.248.153:25 | Normal
TCP | 03/29/1999 09:01:28 | 172.16.112.149:10401 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:28 | 172.16.116.44:14168 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:18995 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:43:17 | 197.218.177.69:7248 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:11:17 | 172.16.112.149:8954 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:57:13 | 172.16.112.149:27188 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:57:20 | 172.16.112.149:28009 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:01 | 172.16.112.149:9521 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:04 | 172.16.112.149:16972 | 209.67.139.102:80 | Normal
TCP | 03/29/1999 09:07:09 | 172.16.112.149:28760 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:50 | 172.16.117.52:5517 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 08:03:27 | 172.16.112.20:1113 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 09:24:24 | 172.16.112.149:14461 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:03:34 | 172.16.112.149:16510 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:58:15 | 196.227.33.189:20529 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 10:06:17 | 197.218.177.69:9084 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:00:16 | 172.16.112.149:6866 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:46:48 | 195.73.151.50:18227 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 11:35:48 | 172.16.114.148:3075 | 197.218.177.69:23 | Normal
TCP | 03/29/1999 12:00:41 | 195.73.151.50:20560 | 172.16.113.50:23 | Normal
TCP | 03/29/1999 09:02:42 | 172.16.112.149:14386 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:15 | 172.16.112.50:32841 | 199.95.74.97:80 | Normal
TCP | 03/29/1999 08:59:30 | 172.16.112.149:4408 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:20:01 | 172.16.112.149:2728 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:45:39 | 172.16.112.149:12368 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14295 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 12:15:17 | 172.16.114.169:11827 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 08:39:30 | 135.8.60.182:2930 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 08:47:34 | 172.16.112.149:14473 | 165.1.76.100:80 | Normal
TCP | 03/29/1999 11:40:20 | 195.73.151.50:17521 | 172.16.113.105:25 | Normal
TCP | 03/29/1999 09:01:06 | 172.16.112.149:9594 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:43 | 172.16.117.52:2123 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:12:36 | 172.16.112.149:12806 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:15 | 172.16.112.149:13367 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:07:14 | 172.16.112.149:28781 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:19:06 | 172.16.112.149:31435 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:46:11 | 172.16.112.149:12410 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:14:46 | 172.16.112.149:18804 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:25:03 | 172.16.112.149:16730 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:39:51 | 172.16.117.52:6228 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 08:58:29 | 172.16.113.105:30861 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 09:01:17 | 172.16.112.149:10288 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:39 | 172.16.112.149:10983 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:22 | 172.16.116.44:10257 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 11:25:31 | 172.16.113.204:2092 | 195.115.218.108:23 | Normal
TCP | 03/29/1999 08:21:01 | 172.16.113.204:2092 | 195.115.218.108:25 | Normal
TCP | 03/29/1999 08:55:57 | 172.16.112.149:24620 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:20:45 | 172.16.112.149:5748 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:08 | 172.16.112.149:15429 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:10:43 | 172.16.112.149:7428 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:19:44 | 195.115.218.108:15503 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:08:51 | 172.16.112.149:2552 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:13:48 | 194.27.251.21:10067 | 172.16.113.204:25 | Normal
TCP | 03/29/1999 08:59:24 | 172.16.112.149:4232 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:50:13 | 172.16.114.207:16474 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:59:13 | 172.16.112.149:3204 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:07:37 | 194.27.251.21:9271 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 09:06:38 | 172.16.112.149:27263 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:55:44 | 135.13.216.191:13404 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 09:17:42 | 172.16.112.149:27151 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:48 | 172.16.114.148:11339 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:25:19 | 172.16.112.149:17464 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:42:32 | 172.16.116.44:9121 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:21:35 | 172.16.114.207:8234 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:09:17 | 172.16.112.149:3758 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:38:26 | 172.16.117.52:4741 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 09:19:38 | 172.16.114.207:1172 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:10:46 | 172.16.114.148:7694 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 10:13:01 | 172.16.112.207:22643 | 135.8.60.182:25 | Normal
TCP | 03/29/1999 08:38:41 | 172.16.112.149:5203 | 207.46.179.15:80 | Normal
TCP | 03/29/1999 10:18:18 | 194.27.251.21:10633 | 172.16.112.194:25 | Normal
TCP | 03/29/1999 09:01:39 | 172.16.112.149:10981 | 207.121.184.81:80 | Normal
UDP | 03/29/1999 08:10:50 | 192.168.1.10:53 | 192.168.1.20:53 | Normal
TCP | 03/29/1999 08:51:05 | 172.16.116.44:17059 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:24:26 | 172.16.114.207:15228 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 08:56:52 | 172.16.112.149:26667 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:47 | 172.16.112.149:28958 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:20:18 | 172.16.112.149:4189 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:11:55 | 135.13.216.191:2102 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 12:29:03 | 135.8.60.182:24419 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 08:34:32 | 172.16.112.149:2588 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:16:16 | 195.115.218.108:2124 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 09:06:38 | 172.16.112.149:27261 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:31:44 | 172.16.112.207:2576 | 195.73.151.50:25 | Normal
TCP | 03/29/1999 08:58:39 | 172.16.112.149:31781 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:41:21 | 172.16.112.149:8300 | 206.15.114.71:80 | Normal
TCP | 03/29/1999 09:02:06 | 172.16.112.149:12376 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:39 | 172.16.112.149:8458 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:11:34 | 172.16.112.149:10264 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:03:51 | 194.27.251.21:20584 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:22:27 | 172.16.112.149:9827 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:41:21 | 172.16.112.149:8289 | 156.80.1.10:80 | Normal
TCP | 03/29/1999 09:18:47 | 172.16.112.149:30113 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:12 | 172.16.112.149:31824 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:42:33 | 172.16.116.44:9267 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:06:20 | 172.16.114.148:26430 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 10:59:01 | 195.115.218.108:13589 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:19:14 | 172.16.112.50:32837 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:03:03 | 172.16.112.149:15425 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:06 | 172.16.112.149:2059 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:51 | 172.16.117.52:6169 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:03:24 | 172.16.112.149:16459 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:14:03 | 172.16.117.111:16729 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 12:30:06 | 194.27.251.21:24637 | 172.16.112.194:23 | Normal
TCP | 03/29/1999 09:12:19 | 172.16.112.149:12339 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:08:15 | 172.16.112.149:31783 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:57 | 172.16.112.149:4886 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:50 | 172.16.112.149:1029 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:13:45 | 194.27.251.21:4161 | 172.16.112.194:25 | Normal
TCP | 03/29/1999 08:56:14 | 172.16.112.149:24701 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:24:30 | 172.16.112.149:15714 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:44:35 | 196.37.75.158:3140 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 10:18:35 | 197.182.91.233:10782 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 09:25:08 | 172.16.112.149:16995 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:01 | 172.16.112.149:11192 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:38:39 | 172.16.112.207:18975 | 197.182.91.233:25 | Normal
TCP | 03/29/1999 09:02:47 | 172.16.112.149:14451 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:39 | 172.16.117.52:4211 | 199.95.73.149:80 | Normal
UDP | 03/29/1999 11:38:43 | 172.16.112.20:1836 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 08:38:44 | 172.16.117.111:5266 | 152.163.210.24:80 | Normal
TCP | 03/29/1999 08:59:07 | 172.16.114.148:2113 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:14:51 | 172.16.112.149:19123 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:43:35 | 172.16.116.44:10929 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:11:34 | 172.16.112.149:10266 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:03:08 | 195.115.218.108:8766 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:05:36 | 172.16.112.149:23681 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:17 | 172.16.112.50:32849 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:59:19 | 172.16.116.44:4188 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:04:49 | 172.16.116.44:20804 | 204.189.94.97:80 | Normal
TCP | 03/29/1999 09:24:25 | 172.16.114.207:14650 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 08:58:20 | 172.16.112.149:30732 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:16:51 | 172.16.114.207:24614 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 08:43:31 | 172.16.114.148:10781 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:08:51 | 172.16.112.149:2599 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:40:47 | 197.182.91.233:6866 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 09:14:04 | 172.16.117.111:16933 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:02:42 | 172.16.112.149:14388 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:16:52 | 172.16.114.207:24650 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:19:15 | 172.16.112.50:32840 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:00:50 | 172.16.112.149:8994 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:16:13 | 172.16.112.149:22657 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:15 | 172.16.117.52:25911 | 204.151.33.3:80 | Normal
TCP | 03/29/1999 09:23:51 | 172.16.112.149:13327 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:10:20 | 172.16.112.149:6440 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:36:17 | 172.16.117.52:3844 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:49:56 | 172.16.116.194:16443 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 12:06:35 | 135.8.60.182:21258 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:20:02 | 172.16.112.149:3044 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 10:41:08 | 135.8.60.182:12413 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 12:31:11 | 172.16.112.50:33043 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 09:09:46 | 172.16.112.149:4379 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:12:58 | 172.16.112.149:13920 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:39:51 | 194.7.248.153:25198 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:55:41 | 172.16.112.149:23188 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:56 | 172.16.112.149:12317 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:58:39 | 172.16.112.149:31787 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:20 | 172.16.112.149:28137 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:32:05 | 197.218.177.69:5810 | 172.16.114.148:21 | Normal
TCP | 03/29/1999 08:57:30 | 172.16.112.149:28738 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:20:50 | 172.16.112.149:6069 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:51 | 172.16.112.149:13319 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:16 | 172.16.112.149:13587 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 12:31:12 | 172.16.112.50:33044 | 135.8.60.182:25 | Normal
TCP | 03/29/1999 08:49:55 | 172.16.116.194:16435 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:46:12 | 172.16.112.149:12439 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:16:02 | 172.16.112.149:22543 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:21:14 | 172.16.112.149:7191 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:00:44 | 195.73.151.50:13739 | 172.16.113.204:25 | Normal
TCP | 03/29/1999 08:48:16 | 172.16.117.111:14997 | 207.25.71.63:80 | Normal
TCP | 03/29/1999 08:42:08 | 172.16.112.149:8414 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 08:51:14 | 172.16.114.207:17534 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14356 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:04:49 | 172.16.116.44:20739 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:06:22 | 172.16.116.44:26778 | 204.146.18.33:80 | Normal
TCP | 03/29/1999 08:55:41 | 172.16.112.149:23251 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:22 | 172.16.116.44:26678 | 204.146.18.33:80 | Normal
TCP | 03/29/1999 08:43:29 | 172.16.114.207:10512 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:16:07 | 172.16.112.149:22553 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:04:00 | 135.8.60.182:1205 | 172.16.112.50:25 | Normal
TCP | 03/29/1999 09:12:02 | 172.16.112.149:11425 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:03:40 | 172.16.112.149:16665 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:40 | 172.16.114.207:2132 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 08:59:01 | 172.16.112.149:1624 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:04:34 | 194.27.251.21:20607 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:11:16 | 172.16.112.149:8951 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:09:34 | 195.73.151.50:9339 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 08:36:17 | 172.16.117.52:4161 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 12:03:51 | 194.27.251.21:20580 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:25:25 | 172.16.112.149:17600 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:52 | 172.16.112.149:24667 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:12:50 | 172.16.114.148:13406 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:19:24 | 172.16.112.149:32335 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:44:28 | 194.7.248.153:26517 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 09:09:29 | 172.16.112.149:4169 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:46 | 172.16.112.149:24333 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:40 | 172.16.114.207:2129 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:06:26 | 172.16.117.52:26830 | 206.190.45.108:80 | Normal
TCP | 03/29/1999 08:49:24 | 172.16.116.194:15659 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 12:25:56 | 196.227.33.189:24033 | 172.16.113.84:25 | Normal
TCP | 03/29/1999 08:58:56 | 172.16.112.149:1424 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:11 | 172.16.112.149:6674 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:36 | 172.16.112.149:23810 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:07:12 | 135.8.60.182:9270 | 172.16.112.50:25 | Normal
TCP | 03/29/1999 08:34:32 | 172.16.112.149:2505 | 207.25.71.30:80 | Normal
TCP | 03/29/1999 09:07:36 | 172.16.112.149:29972 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:57:21 | 172.16.116.44:28271 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:56:03 | 172.16.112.149:24659 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:31:15 | 172.16.112.50:33047 | 194.7.248.153:25 | Normal
TCP | 03/29/1999 09:07:03 | 172.16.112.149:28742 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:52 | 172.16.116.194:17722 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 08:43:30 | 172.16.114.207:10766 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:59:09 | 172.16.116.194:2504 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 08:58:15 | 172.16.112.149:30333 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:09:51 | 172.16.112.149:4387 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:32:15 | 172.16.112.194:14895 | 135.8.60.182:23 | Normal
TCP | 03/29/1999 08:57:30 | 172.16.117.52:28742 | 194.131.104.212:80 | Normal
TCP | 03/29/1999 09:04:24 | 172.16.112.149:19500 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:39 | 172.16.114.207:10993 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:02:01 | 172.16.112.149:12333 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:13:03 | 172.16.112.149:14013 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:14 | 172.16.112.50:32834 | 199.95.74.97:80 | Normal
TCP | 03/29/1999 10:14:16 | 195.115.218.108:10260 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:02:52 | 172.16.112.149:14498 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:19 | 172.16.112.149:9474 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 09:59:03 | 135.8.60.182:8329 | 172.16.113.105:25 | Normal
TCP | 03/29/1999 09:16:02 | 172.16.112.149:22545 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:16 | 172.16.112.149:31908 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:47 | 172.16.112.149:14447 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:42:15 | 172.16.114.148:8676 | 194.7.248.153:25 | Normal
TCP | 03/29/1999 09:17:41 | 172.16.112.149:26889 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:06:26 | 197.182.91.233:14555 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:12:24 | 172.16.117.52:12354 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 08:35:17 | 172.16.117.111:2746 | 207.25.71.141:80 | Normal
UDP | 03/29/1999 08:07:24 | 172.16.114.50:1042 | 192.168.1.10:53 | Normal
TCP | 03/29/1999 08:38:50 | 172.16.117.52:5306 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:21:02 | 172.16.112.149:6442 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:41 | 172.16.116.194:23595 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:58:33 | 172.16.112.149:31061 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:41:25 | 172.16.117.52:8312 | 132.60.168.152:80 | Normal
TCP | 03/29/1999 09:11:06 | 172.16.112.149:8466 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:35:18 | 172.16.117.111:3132 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:00:22 | 172.16.112.149:8244 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:41 | 172.16.112.149:20555 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:10 | 172.16.116.194:2612 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 10:01:45 | 172.16.114.168:21142 | 194.7.248.153:25 | Attack
TCP | 03/29/1999 09:17:53 | 172.16.117.111:27755 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:01:06 | 172.16.112.149:9790 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:30 | 172.16.116.44:12954 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.117.52:28204 | 151.193.131.161:80 | Normal
TCP | 03/29/1999 08:59:28 | 172.16.114.148:4241 | 207.25.71.5:80 | Normal
TCP | 03/29/1999 09:05:30 | 172.16.112.149:23429 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:35:17 | 172.16.117.111:2874 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:50:31 | 172.16.115.87:16529 | 207.211.106.40:80 | Normal
TCP | 03/29/1999 09:01:50 | 172.16.112.149:11531 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:09 | 172.16.116.44:6231 | 205.188.146.109:80 | Normal
TCP | 03/29/1999 08:58:09 | 172.16.112.149:30105 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:24 | 172.16.112.149:4224 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:53 | 172.16.112.149:27824 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:31 | 172.16.116.44:13365 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 08:58:33 | 172.16.112.149:31251 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:12:50 | 172.16.114.148:13457 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 08:48:32 | 135.13.216.191:3263 | 172.16.113.204:25 | Normal
TCP | 03/29/1999 09:08:21 | 172.16.112.149:32043 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:58:28 | 172.16.116.194:30793 | 207.25.71.200:80 | Normal
