TCP | 03/30/1999 11:47:22 | 196.227.33.189:15394 | 172.16.112.100:21 | 31.26
TCP | 03/30/1999 11:02:00 | 172.16.114.169:32346 | 197.182.91.233:25 | 19.41
TCP | 03/30/1999 15:51:22 | 194.27.251.21:2077 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:54:24 | 194.27.251.21:4185 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:04:34 | 135.13.216.191:30738 | 172.16.113.50:25 | 22.99
TCP | 03/30/1999 15:55:42 | 194.27.251.21:4674 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:31:18 | 195.73.151.50:26707 | 172.16.114.207:25 | 15.14
TCP | 03/30/1999 15:51:44 | 194.7.248.153:13637 | 172.16.112.100:25 | 18.07
TCP | 03/30/1999 13:34:16 | 135.13.216.191:26875 | 172.16.112.194:25 | 22.84
TCP | 03/30/1999 15:52:52 | 172.16.112.207:4712 | 197.218.177.69:25 | 19.03
TCP | 03/30/1999 12:44:13 | 172.16.112.149:10715 | 197.218.177.69:25 | 22.53
TCP | 03/30/1999 09:36:45 | 172.16.114.50:1681 | 197.182.91.233:25 | 21.78
TCP | 03/30/1999 08:37:15 | 172.16.112.149:4734 | 197.218.177.69:25 | 14.8
TCP | 03/30/1999 09:25:48 | 197.182.91.233:6177 | 172.16.113.50:25 | 18.07
TCP | 03/30/1999 09:18:44 | 195.73.151.50:4251 | 172.16.113.84:25 | 15.29
TCP | 03/30/1999 15:53:56 | 194.27.251.21:4155 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:10:14 | 195.73.151.50:31621 | 172.16.112.194:25 | 17.73
TCP | 03/30/1999 15:54:52 | 194.27.251.21:4220 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:54:00 | 194.27.251.21:4160 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:54:17 | 194.27.251.21:4179 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:55:42 | 135.13.216.191:16015 | 172.16.112.194:25 | 19.07
TCP | 03/30/1999 11:53:49 | 172.16.112.149:22842 | 197.218.177.69:25 | 15.28
TCP | 03/30/1999 15:35:22 | 197.182.91.233:12349 | 172.16.112.100:25 | 16.28
TCP | 03/30/1999 13:36:53 | 172.16.113.105:16006 | 197.182.91.233:25 | 23.72
TCP | 03/30/1999 15:16:10 | 194.7.248.153:9700 | 172.16.112.100:25 | 15.84
TCP | 03/30/1999 11:57:15 | 135.13.216.191:16446 | 172.16.112.194:25 | 265.92
TCP | 03/30/1999 12:39:16 | 197.182.91.233:21589 | 172.16.112.50:25 | 21.68
TCP | 03/30/1999 11:30:52 | 172.16.113.204:32614 | 197.218.177.69:25 | 18.75
TCP | 03/30/1999 11:07:05 | 197.182.91.233:12098 | 172.16.112.100:25 | 20.07
TCP | 03/30/1999 10:30:19 | 194.27.251.21:10486 | 172.16.112.100:25 | 20.52
TCP | 03/30/1999 14:51:25 | 172.16.113.105:1685 | 194.27.251.21:25 | 22.03
TCP | 03/30/1999 10:21:56 | 194.7.248.153:10090 | 172.16.114.207:25 | 15.78
TCP | 03/30/1999 08:21:03 | 197.218.177.69:2065 | 172.16.112.100:25 | 17.67
TCP | 03/30/1999 15:11:15 | 197.182.91.233:9051 | 172.16.113.84:25 | 14.26
TCP | 03/30/1999 15:51:18 | 172.16.112.194:4218 | 197.218.177.69:25 | 14.73
TCP | 03/30/1999 12:31:34 | 194.7.248.153:20588 | 172.16.114.50:25 | 108.16
TCP | 03/30/1999 13:33:32 | 196.227.33.189:26873 | 172.16.112.50:25 | 47.89
TCP | 03/30/1999 15:52:29 | 194.27.251.21:3086 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:47:19 | 172.16.114.169:3700 | 197.182.91.233:25 | 18.76
TCP | 03/30/1999 09:08:16 | 172.16.113.105:24391 | 197.218.177.69:25 | 17.08
TCP | 03/30/1999 11:55:32 | 172.16.112.149:25119 | 197.182.91.233:25 | 14.84
TCP | 03/30/1999 14:16:58 | 195.73.151.50:1192 | 172.16.113.50:25 | 22.31
TCP | 03/30/1999 14:36:22 | 194.7.248.153:3919 | 172.16.112.194:25 | 14.79
TCP | 03/30/1999 09:13:22 | 194.7.248.153:4229 | 172.16.112.194:25 | 25.9
TCP | 03/30/1999 09:45:35 | 195.73.151.50:8233 | 172.16.114.207:25 | 17.7
TCP | 03/30/1999 15:55:06 | 194.27.251.21:4241 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:15:27 | 196.37.75.158:17784 | 172.16.112.100:25 | 15.99
TCP | 03/30/1999 12:30:33 | 197.218.177.69:1114 | 172.16.112.194:25 | 28.85
TCP | 03/30/1999 10:21:38 | 194.7.248.153:9963 | 172.16.112.100:25 | 24.41
TCP | 03/30/1999 11:20:45 | 135.13.216.191:13579 | 172.16.112.194:25 | 122.2
TCP | 03/30/1999 15:54:49 | 194.27.251.21:4218 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:35:11 | 194.7.248.153:14448 | 172.16.113.84:25 | 15.91
TCP | 03/30/1999 09:41:57 | 197.182.91.233:7398 | 172.16.112.50:25 | 28.13
TCP | 03/30/1999 15:53:15 | 194.27.251.21:3203 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:10:32 | 197.182.91.233:24666 | 172.16.112.194:25 | 18.4
TCP | 03/30/1999 15:51:53 | 194.27.251.21:2322 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:17:19 | 197.182.91.233:9773 | 172.16.112.194:25 | 17.89
TCP | 03/30/1999 15:31:58 | 194.27.251.21:11970 | 172.16.113.84:25 | 306.63
TCP | 03/30/1999 08:22:21 | 172.16.112.149:3392 | 194.27.251.21:25 | 15.48
TCP | 03/30/1999 15:55:31 | 194.27.251.21:4274 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:27 | 194.27.251.21:3083 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:37 | 135.8.60.182:13785 | 172.16.112.100:25 | 23.43
TCP | 03/30/1999 13:56:15 | 172.16.112.207:18130 | 197.182.91.233:25 | 20.86
TCP | 03/30/1999 11:48:36 | 197.182.91.233:15465 | 172.16.112.100:25 | 20.14
TCP | 03/30/1999 14:32:36 | 197.182.91.233:3081 | 172.16.112.50:25 | 22.85
TCP | 03/30/1999 13:43:27 | 195.115.218.108:27745 | 172.16.112.194:25 | 21.49
TCP | 03/30/1999 14:41:18 | 172.16.114.168:14433 | 197.218.177.69:25 | 17.16
TCP | 03/30/1999 15:51:45 | 194.27.251.21:2190 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:33:05 | 194.27.251.21:26865 | 172.16.114.207:25 | 17.88
TCP | 03/30/1999 12:26:52 | 135.13.216.191:20157 | 172.16.112.50:25 | 16.8
TCP | 03/30/1999 12:22:13 | 172.16.114.168:17497 | 194.27.251.21:25 | 19.05
TCP | 03/30/1999 10:20:10 | 197.182.91.233:9837 | 172.16.113.84:25 | 20.8
TCP | 03/30/1999 09:26:33 | 194.27.251.21:6180 | 172.16.113.84:25 | 20.12
TCP | 03/30/1999 09:17:03 | 194.7.248.153:4242 | 172.16.112.100:25 | 17.21
TCP | 03/30/1999 15:52:04 | 194.27.251.21:2636 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:20:11 | 197.182.91.233:9838 | 172.16.114.50:25 | 20.8
TCP | 03/30/1999 15:54:30 | 194.27.251.21:4190 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:11:27 | 172.16.114.168:2131 | 194.27.251.21:25 | 20.94
TCP | 03/30/1999 11:38:22 | 196.227.33.189:14930 | 172.16.112.194:25 | 219.73
TCP | 03/30/1999 11:45:02 | 195.73.151.50:15120 | 172.16.113.84:25 | 17.28
TCP | 03/30/1999 13:20:02 | 135.8.60.182:26068 | 172.16.113.84:25 | 22.73
TCP | 03/30/1999 11:09:51 | 197.218.177.69:12381 | 172.16.114.207:25 | 59.39
TCP | 03/30/1999 14:22:20 | 197.182.91.233:2067 | 172.16.114.50:25 | 24.24
TCP | 03/30/1999 08:14:23 | 196.227.33.189:1620 | 172.16.114.207:25 | 23.01
TCP | 03/30/1999 13:44:30 | 135.13.216.191:27749 | 172.16.112.50:25 | 17.23
TCP | 03/30/1999 10:22:46 | 194.27.251.21:10297 | 172.16.113.84:25 | 16.58
TCP | 03/30/1999 14:40:13 | 172.16.113.204:12330 | 197.218.177.69:25 | 75.32
TCP | 03/30/1999 11:52:24 | 172.16.114.168:20778 | 194.27.251.21:25 | 67.83
TCP | 03/30/1999 15:53:20 | 194.27.251.21:3333 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:22:35 | 135.13.216.191:10793 | 172.16.112.100:25 | 17.43
TCP | 03/30/1999 14:07:44 | 194.7.248.153:30797 | 172.16.114.207:25 | 17.39
TCP | 03/30/1999 08:07:33 | 172.16.112.149:1489 | 194.27.251.21:25 | 22.6
TCP | 03/30/1999 13:43:16 | 195.115.218.108:27744 | 172.16.113.50:25 | 22.9
TCP | 03/30/1999 08:58:30 | 195.115.218.108:3145 | 172.16.112.100:25 | 92.42
TCP | 03/30/1999 10:54:33 | 135.8.60.182:11397 | 172.16.114.207:25 | 15.67
TCP | 03/30/1999 09:48:17 | 195.115.218.108:8268 | 172.16.112.100:25 | 20.25
TCP | 03/30/1999 13:33:04 | 194.27.251.21:26830 | 172.16.113.84:25 | 17.79
TCP | 03/30/1999 08:48:26 | 194.7.248.153:2676 | 172.16.113.84:25 | 19.08
TCP | 03/30/1999 13:05:07 | 172.16.113.204:4672 | 194.27.251.21:25 | 16.46
TCP | 03/30/1999 14:32:29 | 196.227.33.189:3076 | 172.16.112.100:25 | 21.17
TCP | 03/30/1999 15:54:42 | 194.27.251.21:4205 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:55:01 | 172.16.114.207:24676 | 194.27.251.21:25 | 17.69
TCP | 03/30/1999 10:31:19 | 195.115.218.108:10490 | 172.16.112.194:25 | 22.39
TCP | 03/30/1999 08:32:22 | 197.182.91.233:2129 | 172.16.112.194:25 | 14.44
TCP | 03/30/1999 08:48:37 | 196.227.33.189:2767 | 172.16.113.84:25 | 18.75
TCP | 03/30/1999 14:12:04 | 195.115.218.108:31922 | 172.16.112.194:25 | 15.22
TCP | 03/30/1999 12:33:26 | 196.227.33.189:20945 | 172.16.114.207:25 | 20.43
TCP | 03/30/1999 11:49:12 | 172.16.112.50:32982 | 197.182.91.233:25 | 22.56
TCP | 03/30/1999 08:40:42 | 194.27.251.21:1369 | 172.16.112.100:25 | 721.95
TCP | 03/30/1999 09:34:41 | 197.218.177.69:6804 | 172.16.112.100:25 | 24.63
TCP | 03/30/1999 15:54:27 | 194.27.251.21:4188 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:21:56 | 172.16.112.149:12268 | 197.182.91.233:25 | 16.89
TCP | 03/30/1999 15:23:24 | 196.227.33.189:10987 | 172.16.112.100:25 | 19.66
TCP | 03/30/1999 11:24:03 | 196.37.75.158:13896 | 172.16.112.194:25 | 21.89
TCP | 03/30/1999 11:46:03 | 196.37.75.158:15186 | 172.16.112.100:25 | 18.24
TCP | 03/30/1999 09:36:10 | 194.27.251.21:6868 | 172.16.112.100:25 | 18.81
TCP | 03/30/1999 08:48:26 | 194.7.248.153:2677 | 172.16.114.50:25 | 18.27
TCP | 03/30/1999 09:34:49 | 135.8.60.182:6805 | 172.16.114.207:25 | 20.71
TCP | 03/30/1999 12:13:53 | 172.16.113.84:9962 | 194.27.251.21:25 | 19.24
TCP | 03/30/1999 10:32:21 | 172.16.112.194:8317 | 194.27.251.21:25 | 18.15
TCP | 03/30/1999 12:45:13 | 196.37.75.158:22932 | 172.16.112.100:25 | 21.07
TCP | 03/30/1999 08:20:23 | 196.227.33.189:2063 | 172.16.113.84:25 | 14.73
TCP | 03/30/1999 15:55:19 | 194.27.251.21:4252 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:42:54 | 197.182.91.233:2610 | 172.16.113.84:25 | 16.72
TCP | 03/30/1999 15:31:53 | 194.27.251.21:11848 | 172.16.114.207:25 | 306.25
TCP | 03/30/1999 13:32:02 | 195.115.218.108:26752 | 172.16.112.100:25 | 16.54
TCP | 03/30/1999 13:31:13 | 195.73.151.50:26703 | 172.16.113.84:25 | 15.04
TCP | 03/30/1999 15:53:26 | 194.27.251.21:3401 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:23:24 | 172.16.112.207:14505 | 194.27.251.21:25 | 23.9
TCP | 03/30/1999 14:22:20 | 197.182.91.233:2066 | 172.16.113.84:25 | 24.34
TCP | 03/30/1999 14:03:06 | 195.115.218.108:30575 | 172.16.112.194:25 | 19.77
TCP | 03/30/1999 08:37:43 | 195.115.218.108:2254 | 172.16.112.100:25 | 23.69
TCP | 03/30/1999 15:52:23 | 194.27.251.21:3077 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:51:48 | 194.27.251.21:2318 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:36:06 | 172.16.114.168:2161 | 194.27.251.21:25 | 21.39
TCP | 03/30/1999 15:54:10 | 194.27.251.21:4169 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:41:16 | 195.115.218.108:4551 | 172.16.112.100:25 | 26.41
TCP | 03/30/1999 15:55:24 | 194.27.251.21:4265 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:18:52 | 172.16.114.169:3138 | 197.218.177.69:25 | 18.41
TCP | 03/30/1999 15:54:55 | 194.27.251.21:4224 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:47:50 | 135.8.60.182:13429 | 172.16.112.194:25 | 19.46
TCP | 03/30/1999 11:54:36 | 195.73.151.50:15884 | 172.16.114.207:25 | 160.18
TCP | 03/30/1999 13:09:48 | 172.16.113.84:12386 | 197.218.177.69:25 | 19.05
TCP | 03/30/1999 15:53:40 | 194.27.251.21:3726 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:11:46 | 135.13.216.191:17278 | 172.16.112.194:25 | 15.53
TCP | 03/30/1999 15:17:14 | 194.27.251.21:10054 | 172.16.113.84:25 | 15.79
TCP | 03/30/1999 13:36:06 | 197.218.177.69:26916 | 172.16.112.194:25 | 20.51
TCP | 03/30/1999 14:13:40 | 172.16.113.204:7211 | 197.218.177.69:25 | 21.65
TCP | 03/30/1999 11:20:17 | 194.7.248.153:13493 | 172.16.114.207:25 | 16.56
TCP | 03/30/1999 08:48:40 | 196.227.33.189:2783 | 172.16.114.207:25 | 19.01
TCP | 03/30/1999 15:46:50 | 172.16.114.148:3442 | 197.182.91.233:25 | 19.56
TCP | 03/30/1999 15:53:57 | 194.27.251.21:4156 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:53:17 | 194.27.251.21:3205 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:59:29 | 196.227.33.189:16456 | 172.16.112.50:25 | 28.74
TCP | 03/30/1999 08:55:39 | 195.73.151.50:3138 | 172.16.112.100:25 | 23.8
TCP | 03/30/1999 15:54:23 | 194.27.251.21:4184 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:02:19 | 172.16.113.204:19024 | 197.182.91.233:25 | 24.05
TCP | 03/30/1999 13:31:22 | 195.73.151.50:26712 | 172.16.112.194:25 | 15.05
TCP | 03/30/1999 15:51:26 | 194.27.251.21:2116 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:10:19 | 197.218.177.69:31808 | 172.16.114.207:25 | 15.32
TCP | 03/30/1999 12:31:34 | 194.7.248.153:20586 | 172.16.113.84:25 | 118.91
TCP | 03/30/1999 14:40:46 | 135.8.60.182:4259 | 172.16.112.100:25 | 15.38
TCP | 03/30/1999 09:01:59 | 135.13.216.191:3655 | 172.16.112.100:25 | 22.69
TCP | 03/30/1999 09:32:40 | 196.37.75.158:6446 | 172.16.113.84:25 | 17.08
TCP | 03/30/1999 13:24:00 | 194.7.248.153:26643 | 172.16.112.100:25 | 134.11
TCP | 03/30/1999 13:41:49 | 197.182.91.233:27510 | 172.16.112.50:25 | 22.03
TCP | 03/30/1999 10:04:20 | 135.13.216.191:9264 | 172.16.114.207:25 | 15.48
TCP | 03/30/1999 11:59:53 | 172.16.112.194:30732 | 194.27.251.21:25 | 23.7
TCP | 03/30/1999 09:44:31 | 194.7.248.153:7708 | 172.16.112.194:25 | 14.26
TCP | 03/30/1999 09:45:06 | 172.16.114.148:29810 | 197.182.91.233:25 | 21.39
TCP | 03/30/1999 15:54:01 | 194.27.251.21:4161 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:15:55 | 135.13.216.191:17917 | 172.16.112.100:25 | 14.83
TCP | 03/30/1999 15:55:26 | 194.27.251.21:4266 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:48:44 | 172.16.114.169:4103 | 194.27.251.21:25 | 14.87
TCP | 03/30/1999 09:46:09 | 194.7.248.153:8240 | 172.16.112.100:25 | 25.75
TCP | 03/30/1999 13:41:18 | 195.73.151.50:27182 | 172.16.112.100:25 | 24.86
TCP | 03/30/1999 14:13:20 | 194.7.248.153:32286 | 172.16.113.50:25 | 14.94
TCP | 03/30/1999 11:08:15 | 196.37.75.158:12351 | 172.16.114.50:25 | 19.56
TCP | 03/30/1999 15:54:26 | 194.27.251.21:4187 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:52:05 | 194.27.251.21:2803 | 172.16.113.84:25 | 24.1
TCP | 03/30/1999 15:54:54 | 194.27.251.21:4223 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:43:02 | 197.218.177.69:7514 | 172.16.112.100:25 | 19.59
TCP | 03/30/1999 10:21:35 | 135.13.216.191:9958 | 172.16.112.50:25 | 21.65
TCP | 03/30/1999 15:34:05 | 195.115.218.108:12322 | 172.16.112.100:25 | 20.46
TCP | 03/30/1999 08:44:07 | 195.73.151.50:2611 | 172.16.113.84:25 | 13.84
TCP | 03/30/1999 14:10:24 | 172.16.112.207:5164 | 194.27.251.21:25 | 15.49
TCP | 03/30/1999 09:51:28 | 197.182.91.233:8299 | 172.16.114.207:25 | 25.98
TCP | 03/30/1999 15:53:36 | 194.27.251.21:3663 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:07:10 | 172.16.112.207:8234 | 197.218.177.69:25 | 15.45
TCP | 03/30/1999 15:51:41 | 194.27.251.21:2187 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:00:06 | 195.115.218.108:3587 | 172.16.112.100:25 | 15.14
TCP | 03/30/1999 09:22:51 | 172.16.112.207:7470 | 197.218.177.69:25 | 17.32
TCP | 03/30/1999 14:12:50 | 135.13.216.191:32218 | 172.16.112.194:25 | 24.88
TCP | 03/30/1999 10:06:06 | 195.73.151.50:9269 | 172.16.112.100:25 | 17.51
TCP | 03/30/1999 11:57:15 | 172.16.114.207:26717 | 194.27.251.21:25 | 24.17
TCP | 03/30/1999 12:31:46 | 197.182.91.233:20602 | 172.16.112.100:25 | 24.08
TCP | 03/30/1999 13:05:47 | 172.16.114.169:5175 | 197.218.177.69:25 | 17.11
TCP | 03/30/1999 15:53:19 | 194.27.251.21:3270 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:28:31 | 172.16.112.50:32903 | 194.27.251.21:25 | 14.44
TCP | 03/30/1999 13:11:15 | 172.16.114.169:14993 | 194.27.251.21:25 | 20.37
TCP | 03/30/1999 08:44:59 | 195.115.218.108:2672 | 172.16.112.194:25 | 17.99
TCP | 03/30/1999 09:39:50 | 172.16.112.149:25183 | 197.218.177.69:25 | 19.16
TCP | 03/30/1999 15:55:07 | 194.27.251.21:4242 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:55:13 | 194.27.251.21:4247 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:03:18 | 194.7.248.153:8268 | 172.16.112.100:25 | 21.28
TCP | 03/30/1999 11:31:22 | 196.37.75.158:14146 | 172.16.112.100:25 | 23.58
TCP | 03/30/1999 10:49:50 | 135.13.216.191:11328 | 172.16.113.84:25 | 20.27
TCP | 03/30/1999 15:53:59 | 194.27.251.21:4159 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:29:44 | 135.13.216.191:26689 | 172.16.112.50:25 | 20.67
TCP | 03/30/1999 15:54:51 | 194.27.251.21:4219 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:45:25 | 135.13.216.191:10997 | 172.16.112.100:25 | 16.3
TCP | 03/30/1999 08:38:53 | 172.16.112.149:4938 | 194.27.251.21:25 | 14.87
TCP | 03/30/1999 08:04:13 | 194.27.251.21:1200 | 172.16.112.50:25 | 15.8
TCP | 03/30/1999 12:09:49 | 135.13.216.191:16934 | 172.16.113.50:25 | 17.01
TCP | 03/30/1999 10:01:51 | 172.16.114.207:17458 | 197.182.91.233:25 | 20.6
TCP | 03/30/1999 08:12:31 | 194.27.251.21:1559 | 172.16.112.100:25 | 18.57
TCP | 03/30/1999 15:46:11 | 135.8.60.182:13058 | 172.16.112.50:25 | 21.42
TCP | 03/30/1999 12:24:48 | 172.16.113.105:20505 | 197.182.91.233:25 | 20.03
TCP | 03/30/1999 12:11:01 | 197.218.177.69:17061 | 172.16.112.50:25 | 23.4
TCP | 03/30/1999 15:54:06 | 194.27.251.21:4166 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:33:55 | 195.73.151.50:12317 | 172.16.112.50:25 | 16.65
TCP | 03/30/1999 15:53:52 | 194.27.251.21:4150 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:52:41 | 197.182.91.233:6742 | 172.16.112.50:25 | 15.26
TCP | 03/30/1999 08:12:57 | 172.16.113.204:2589 | 194.27.251.21:25 | 24.34
TCP | 03/30/1999 14:43:50 | 194.27.251.21:4948 | 172.16.112.100:25 | 18.63
TCP | 03/30/1999 09:38:06 | 172.16.112.207:21850 | 194.27.251.21:25 | 18.57
TCP | 03/30/1999 11:54:31 | 195.73.151.50:15710 | 172.16.113.84:25 | 159.57
TCP | 03/30/1999 11:33:38 | 135.13.216.191:14436 | 172.16.112.194:25 | 22.03
TCP | 03/30/1999 14:58:49 | 195.73.151.50:7783 | 172.16.112.100:25 | 17.87
TCP | 03/30/1999 09:18:54 | 197.218.177.69:4322 | 172.16.112.50:25 | 19.79
TCP | 03/30/1999 13:19:04 | 135.13.216.191:25883 | 172.16.113.84:25 | 22.3
TCP | 03/30/1999 15:52:09 | 194.27.251.21:2691 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:15:12 | 194.7.248.153:9679 | 172.16.112.100:25 | 20.8
TCP | 03/30/1999 15:56:31 | 135.8.60.182:14488 | 172.16.113.84:25 | 20.34
TCP | 03/30/1999 11:24:12 | 196.37.75.158:13898 | 172.16.114.50:25 | 25.48
TCP | 03/30/1999 13:14:12 | 197.182.91.233:25182 | 172.16.112.100:25 | 16.46
TCP | 03/30/1999 15:54:12 | 194.27.251.21:4171 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:55:34 | 194.27.251.21:4401 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:58:11 | 172.16.113.204:26883 | 194.27.251.21:25 | 19.1
TCP | 03/30/1999 14:12:28 | 135.8.60.182:32101 | 172.16.112.100:25 | 14.4
TCP | 03/30/1999 13:35:47 | 172.16.114.169:15877 | 197.218.177.69:25 | 18.53
TCP | 03/30/1999 08:33:56 | 172.16.114.148:4701 | 194.27.251.21:25 | 15.46
TCP | 03/30/1999 15:45:18 | 197.182.91.233:12920 | 172.16.112.50:25 | 47.24
TCP | 03/30/1999 15:54:31 | 194.27.251.21:4192 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:37:01 | 172.16.112.149:2125 | 197.218.177.69:25 | 16.85
TCP | 03/30/1999 15:31:56 | 194.27.251.21:11910 | 172.16.112.194:25 | 206.5
TCP | 03/30/1999 11:35:15 | 194.7.248.153:14456 | 172.16.114.207:25 | 16.37
TCP | 03/30/1999 12:13:24 | 172.16.113.204:9307 | 197.218.177.69:25 | 14.87
TCP | 03/30/1999 14:42:01 | 196.227.33.189:4563 | 172.16.112.100:25 | 18.22
TCP | 03/30/1999 08:48:12 | 135.13.216.191:2675 | 172.16.112.100:25 | 14.14
TCP | 03/30/1999 13:10:03 | 197.218.177.69:2089 | 172.16.113.84:25 | 27.37
TCP | 03/30/1999 12:11:53 | 195.115.218.108:17295 | 172.16.112.50:25 | 14.96
TCP | 03/30/1999 08:28:33 | 172.16.112.194:4366 | 194.27.251.21:25 | 23.35
TCP | 03/30/1999 08:57:41 | 135.13.216.191:3139 | 172.16.112.100:25 | 20.21
TCP | 03/30/1999 15:51:51 | 194.27.251.21:2320 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:04:12 | 194.27.251.21:1197 | 172.16.113.84:25 | 15.53
TCP | 03/30/1999 15:51:57 | 194.27.251.21:2386 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:25:37 | 172.16.114.207:18706 | 194.27.251.21:25 | 24.55
TCP | 03/30/1999 08:55:14 | 135.8.60.182:3135 | 172.16.112.194:25 | 17.6
TCP | 03/30/1999 13:56:54 | 196.227.33.189:28819 | 172.16.113.84:25 | 15.8
TCP | 03/30/1999 15:52:03 | 194.27.251.21:2626 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:20:03 | 196.37.75.158:19558 | 172.16.112.194:25 | 15.2
TCP | 03/30/1999 14:02:48 | 172.16.113.105:28345 | 197.182.91.233:25 | 19.36
TCP | 03/30/1999 11:58:43 | 172.16.114.169:30192 | 197.218.177.69:25 | 23.82
TCP | 03/30/1999 09:36:29 | 195.73.151.50:6869 | 172.16.112.194:25 | 299.76
TCP | 03/30/1999 15:52:08 | 194.27.251.21:2652 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:32:54 | 172.16.114.148:31813 | 194.27.251.21:25 | 24.22
TCP | 03/30/1999 12:25:11 | 195.73.151.50:20153 | 172.16.112.100:25 | 19.1
TCP | 03/30/1999 08:01:14 | 196.227.33.189:1024 | 172.16.112.194:25 | 17.92
TCP | 03/30/1999 09:34:49 | 172.16.112.194:18978 | 197.182.91.233:25 | 53.04
TCP | 03/30/1999 08:16:36 | 172.16.114.207:3075 | 197.218.177.69:25 | 21.85
TCP | 03/30/1999 15:10:43 | 196.37.75.158:8920 | 172.16.112.194:25 | 23.09
TCP | 03/30/1999 15:32:37 | 172.16.112.207:31240 | 197.182.91.233:25 | 14.53
TCP | 03/30/1999 09:10:02 | 197.218.177.69:4193 | 172.16.113.84:25 | 20.22
TCP | 03/30/1999 13:31:13 | 195.73.151.50:26704 | 172.16.114.50:25 | 15.02
TCP | 03/30/1999 08:03:11 | 172.16.113.105:1106 | 197.218.177.69:25 | 15.07
TCP | 03/30/1999 14:12:16 | 135.13.216.191:32037 | 172.16.114.207:25 | 23.9
TCP | 03/30/1999 13:19:27 | 172.16.114.168:22668 | 194.27.251.21:25 | 15.69
TCP | 03/30/1999 09:14:32 | 195.73.151.50:4230 | 172.16.112.100:25 | 16.11
TCP | 03/30/1999 15:53:10 | 194.27.251.21:3148 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:16:42 | 172.16.112.149:12497 | 197.218.177.69:25 | 24.3
TCP | 03/30/1999 15:53:51 | 194.27.251.21:4148 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:38:19 | 196.227.33.189:14870 | 172.16.113.84:25 | 219.84
TCP | 03/30/1999 15:54:44 | 194.27.251.21:4208 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:34:22 | 172.16.114.207:18840 | 197.218.177.69:25 | 74.88
